CSP_1,CSP_2,CSP_3,CSP_4
-1.927727124120464,-0.7114460538603025,-1.3204087016852992,-2.115629115505733
-0.5367893575226954,0.7870382530699435,0.00397566342930282,-1.4076620757205018
0.723782224357121,-0.8846974102196917,0.7617649049468699,-0.6193686214410954
-0.5469401466240345,1.6571660525379435,0.2672333711131797,-1.1794722483437445
0.1361259296977254,-1.3566229546734736,-0.5584408354837718,2.5361478464724785
-0.999334955363428,0.5535639400626847,-0.17900635441541973,-1.484252451188679
-0.9145646093660098,-1.4154678354649095,-0.8098831244665264,-1.4309758431794048
-0.31746691668375604,-0.1415954389811133,-0.664313295840419,-0.9413039924033952
-1.068919274395557,-1.2780348287953456,-0.2449449354835151,-0.8300404438946788
-0.3415007685455742,-1.4477386488230248,-0.7253960308990397,-0.4924342482231197
-1.4344015746202496,0.17582030981062402,-1.3376435964769615,-1.4415447709611156
-0.23572636352727222,-0.20245696693377613,0.7170610767932324,-1.757662586406567
-0.7669072118315562,0.9396295796850662,0.7485259203555045,-1.573638680337659
-0.7637039986609301,0.3298459396112121,-0.1398824455163767,-1.5539165764625664
-0.28865987436119556,-0.08377384741239226,1.5146379830005785,-0.3448420563357019
-1.1364306419326626,0.16148635007375997,1.8692507347193337,-1.4488845208431171
0.7866086290351245,-1.3054998222670968,-0.06659263829594571,-1.1219824441818624
1.9767793955092483,-1.449560255797183,-0.8740696616329731,-0.12715996417420095
-1.2891075574306685,0.10690140964377026,-1.3713653044856322,-1.8097422970017187
-1.5924664966667037,0.6485103832957644,-1.2660402033139326,-2.298871246400746
0.20001850760453022,0.3508492547411267,0.19282079062651633,-1.1971291510593693
-1.4575676125332815,-0.07100153045701867,-0.9894994098305587,-2.1230834582588844
-1.1196988880631826,-0.506291899222736,-1.1232595925292703,-1.6865518007210596
