EEG_1,EEG_2,EEG_3,EEG_4,EEG_5,EEG_6,EEG_7,EEG_8
-0.7802063088256255,-0.7806897435547342,1.0854009912822573,-0.12854249244121713,-0.7704861067054591,0.3954444376819427,0.2370290121336485,-0.23002861819657874
-1.024885941657146,0.9907173253079982,0.012682373982287448,-0.015534775057336496,-0.4445933925309742,-0.15473454140239906,0.8973935424274387,1.7011695849750876
-0.598061820866319,0.059309081760576775,-1.0430585359141773,1.1862145836287707,-0.3621614259177509,-0.12758432125076066,2.12041352051408,-0.6154686837606573
1.1958327674089686,0.9642648988221405,2.8586492441451954,0.8608069226744365,0.6590736756997231,0.5173704265299341,0.07660662864516925,0.5341611789784317
0.2972104491148764,-0.8676426939726692,-1.299238532487481,-0.9736329139421963,0.9130199951077094,-1.8496724795044999,0.3479415648041368,-0.28647997768066813
-0.20649595534435147,-0.3632387083876558,0.39200991271399255,1.4786478599033221,0.1707912726807387,-0.9137958075767104,0.265353086962033,0.8728145028117653
2.335863807368797,-0.9103739589994059,-0.8669290243429543,0.21665407878446144,-3.3249105172090565,-0.34870051434530186,0.22924259533274335,0.8423689319906492
-0.8854393554832063,-0.7187165729717281,-0.4063460081813132,0.33790498400534497,-0.38686541173204086,-1.4804534875982498,0.12984922892989334,-0.7115504781438944
0.7648354737014221,-1.2919173018777965,2.3766364348881392,0.44576911996854446,-0.7168245183168296,-0.6920040466694086,0.5588501889608942,-1.04597281788793
1.806883025764566,-0.6377126388901776,-1.142464006437591,-0.4953710304363583,-2.442046097242423,1.6276947930461172,-0.22972443629591568,-0.979443005102624
1.6670212122162409,0.06581079402183393,0.4579925890227191,-0.20933860661072723,0.15548472979481603,-0.4862085473884583,-0.5623911037057661,-1.4185892009594703
1.0867650142833662,-0.3266979029980153,-1.2578400652192843,-1.0799250316239126,1.4102902335630993,0.9297029287325661,0.6593277444230192,-0.608265697580737
0.696051762596455,0.5382587695467992,0.3877519032870455,-0.04033698121721102,0.5075390721150245,-0.8091017245761183,0.3344098070316979,-1.952094610811122
1.1731109813018756,-0.09827013350732346,0.019116117827483348,0.6493007003490202,0.5659184534394555,-0.09368437911700021,-0.4373872110650315,0.8399486071132074
