EEG_1,EEG_2,EEG_3,EEG_4,EEG_5,EEG_6,EEG_7,EEG_8
0.019795219669276793,0.021123928574626794,-0.007925031979603678,-0.026963394285232267,-0.0015294460524693278,0.00551723889899445,-0.021873284547099445,-0.015301472501091875
0.2183949284308724,0.560360100347478,-0.26801884686971106,0.24019299775958974,0.5810749533901558,-0.2975019854982573,0.3133071271155633,0.32843002144512135
0.3736480592825026,0.894583598367077,-0.47725572939852945,0.46149715220716353,0.9343851224754728,-0.5834594877391507,0.5358488234341093,0.6105986857455008
0.46065265678407447,0.9054590389419793,-0.598660097189231,0.5948952922442852,0.9160920383833597,-0.8232089718078428,0.5843201532057539,0.7758486096629278
0.48322624631160926,0.60792354327719,-0.6181103961747468,0.611303296398417,0.5290757869007423,-0.9758141470498028,0.47461048389771976,0.7843880264550872
0.4726929505216918,0.1359154365695256,-0.5450454487835049,0.5020172162343356,-0.07838097311792427,-1.0027267929627677,0.2841579988189423,0.6231528264261649
0.4726511545906342,-0.321872274616048,-0.40749281399988846,0.2863529447454073,-0.6708898376827888,-0.888646654578393,0.10798906161928808,0.31626915518428983
0.5151742843954676,-0.6033861311194896,-0.24357984799884963,0.015398224863752592,-1.0203820027937893,-0.6552469900065875,0.011964310554316319,-0.07276513779035829
0.6001603246365667,-0.6349005675665352,-0.09123668745914153,-0.23510537366259707,-0.9968835087829088,-0.3573052416170025,0.006721237230322622,-0.45396847504829807
0.6899429517886937,-0.4490622134689462,0.020856841390484732,-0.3868637035461512,-0.616859928377749,-0.061644199933495694,0.05253771801293419,-0.7377930836315824
0.7239593061043637,-0.15684366806957878,0.07766783767180548,-0.3910244926977126,-0.02988487186245928,0.1793824957662884,0.08937767695454081,-0.8654507624807792
0.6468249583603984,0.10910972058996721,0.0775051275981713,-0.2550866291647764,0.5479682684309058,0.3441430744997253,0.07503898724792471,-0.8282753562750459
0.43535399989936163,0.2520068087546541,0.030996698295723667,-0.047124483923025956,0.9227885211115522,0.439051346432445,0.01120056038174756,-0.666654673364519
0.11126660651116643,0.24453819007958824,-0.03768175409975959,0.13119149950220263,0.9943516553183656,0.4818590935995234,-0.057036374691825806,-0.44929169031752403
-0.2653316838221525,0.12746009411353065,-0.09052100656321314,0.19378508683531498,0.7820413978902755,0.485259510393917,-0.06923664129849415,-0.2431651309852249
-0.6171680590311164,-0.020996113826781817,-0.08372408448529683,0.1170288241402813,0.4001581630338914,0.4527506677540199,0.009282316015716613,-0.08846633435520126
-0.8753446773557715,-0.12674594754437327,0.01291098974148764,-0.042959952883401396,0.00047400279406419103,0.386909878034795,0.15766718626177648,0.011026992744938558
-0.9986279336711393,-0.1519321822295346,0.19329568973972486,-0.17610375375004164,-0.2894267106063581,0.29953145993127533,0.3015279071772014,0.08064784033575906
-0.9807816063888705,-0.10444776088523275,0.40495512304361486,-0.17732328879349044,-0.4079000841230173,0.21249074174637483,0.3495077010638076,0.1572687133334612
-0.8464837102127358,-0.024775985267013207,0.5636879720124115,-0.00864113498376389,-0.37031531669091355,0.1472729919092689,0.24480366661057304,0.2705929619423492
-0.6397272871465987,0.03911663313422277,0.5906567296055509,0.2702980037352278,-0.25140796990306946,0.11126569143592445,0.0001187667273477509,0.4293382799947231
-0.4088611444302099,0.05507894401860639,0.4539001307656871,0.5232657710829169,-0.148247228265909,0.09176281968211078,-0.30630907417913694,0.6141864293998308
-0.19252447952294513,0.019221898498658557,0.19025221565803235,0.6025886099016324,-0.13708776547743154,0.06272398285057838,-0.5707483496648601,0.7783430610737418
-0.011202015605272514,-0.044499959124322,-0.10744313226575246,0.4254679070858039,-0.23987984868868256,0.00026034455142082727,-0.7144033282526207,0.8580098686255482
0.13269202227106439,-0.09516906812989502,-0.3333447410816175,0.02067669868526276,-0.4145673337144344,-0.1024724582340312,-0.7144161300304535,0.7942559342549117
0.24779012014478347,-0.09249926500785592,-0.41915143429468654,-0.47916670997980354,-0.5741472307778831,-0.2293124908250564,-0.6012316501209918,0.5615501329093688
0.3447319218843284,-0.016549424741848243,-0.364329263783442,-0.8944929054560693,-0.625720877424407,-0.34715804814312257,-0.4302669009284815,0.1900521409354693
0.4293590555354329,0.1172818231317538,-0.22934652844645986,-1.0748666423215258,-0.5113688879135513,-0.4206971881397073,-0.24914682082407583,-0.2332146522148904
0.4994274744594957,0.25692089786834993,-0.09623758964476,-0.9584099129592748,-0.23378111928127074,-0.42780708690456243,-0.07991187178317193,-0.5904402136883081
0.5440926000947834,0.33229801423406524,-0.020029757691802305,-0.591027194580655,0.14178608530487927,-0.36767916409698903,0.07707011260978468,-0.7776257165512552
0.5456612626390648,0.29036704501528143,-0.0005443551575691078,-0.1019099788466421,0.5087605926621888,-0.2583699238764752,0.22516127167694866,-0.7476211735814691
0.4847044172881221,0.12971262232947997,0.008304000796315235,0.351036124558447,0.7571040895243136,-0.1262619558778839,0.355163750355357,-0.5303578687621369
0.34971093115171115,-0.08764376023581863,0.058787851477097794,0.6425303829832851,0.8158860252811095,0.0062706497060210755,0.44365681168899895,-0.2190427830230616
